vdom,name,category,protocol,tcp-portrange,udp-portrange,protocol-number,visibility,icmptype,explicit-proxy
CT901TEST1,OSPF,Network Services,IP,,,89,,,
CT901TEST1,PC-Anywhere,Remote Access,,5631,5632,,,,
CT901TEST1,PING,Network Services,ICMP,,,,,8,
CT901TEST1,TIMESTAMP,,ICMP,,,,disable,13,
CT901TEST1,INFO_REQUEST,,ICMP,,,,disable,15,
CT901TEST1,INFO_ADDRESS,,ICMP,,,,disable,17,
CT901TEST1,ONC-RPC,Remote Access,,111,111,,,,
CT901TEST1,DCE-RPC,Remote Access,,135,135,,,,
CT901TEST1,POP3,Email,,110,,,,,
CT901TEST1,POP3S,Email,,995,,,,,
CT901TEST1,PPTP,Tunneling,,1723,,,,,
CT901TEST1,QUAKE,,,,26000 27000 27910 27960,,disable,,
CT901TEST1,RAUDIO,,,,7070,,disable,,
CT901TEST1,REXEC,,,512,,,disable,,
CT901TEST1,RIP,Network Services,,,520,,,,
CT901TEST1,RLOGIN,,,513:512-1023,,,disable,,
CT901TEST1,RSH,,,514:512-1023,,,disable,,
CT901TEST1,SCCP,"VoIP, Messaging & Other Applications",,2000,,,,,
CT901TEST1,SIP,"VoIP, Messaging & Other Applications",,5060,5060,,,,
CT901TEST1,SIP-MSNmessenger,"VoIP, Messaging & Other Applications",,1863,,,,,
CT901TEST1,SAMBA,File Access,,139,,,,,
CT901TEST1,SMTP,Email,,25,,,,,
CT901TEST1,SMTPS,Email,,465,,,,,
CT901TEST1,SNMP,Network Services,,161-162,161-162,,,,
CT901TEST1,SSH,Remote Access,,22,,,,,
CT901TEST1,SYSLOG,Network Services,,,514,,,,
CT901TEST1,TALK,,,,517-518,,disable,,
CT901TEST1,TELNET,Remote Access,,23,,,,,
CT901TEST1,TFTP,File Access,,,69,,,,
CT901TEST1,MGCP,,,,2427 2727,,disable,,
CT901TEST1,UUCP,,,540,,,disable,,
CT901TEST1,VDOLIVE,,,7000-7010,,,disable,,
CT901TEST1,WAIS,,,210,,,disable,,
CT901TEST1,WINFRAME,,,1494 2598,,,disable,,
CT901TEST1,X-WINDOWS,Remote Access,,6000-6063,,,,,
CT901TEST1,PING6,,ICMP6,,,,disable,128,
CT901TEST1,MS-SQL,"VoIP, Messaging & Other Applications",,1433 1434,,,,,
CT901TEST1,MYSQL,"VoIP, Messaging & Other Applications",,3306,,,,,
CT901TEST1,RDP,Remote Access,,3389,,,,,
CT901TEST1,VNC,Remote Access,,5900,,,,,
CT901TEST1,DHCP6,Network Services,,,546 547,,,,
CT901TEST1,SQUID,Tunneling,,3128,,,,,
CT901TEST1,SOCKS,Tunneling,,1080,1080,,,,
CT901TEST1,WINS,Remote Access,,1512,1512,,,,
CT901TEST1,RADIUS,Authentication,,,1812 1813,,,,
CT901TEST1,RADIUS-OLD,,,,1645 1646,,disable,,
CT901TEST1,CVSPSERVER,,,2401,2401,,disable,,
CT901TEST1,AFS3,File Access,,7000-7009,7000-7009,,,,
CT901TEST1,TRACEROUTE,Network Services,,,33434-33535,,,,
CT901TEST1,RTSP,"VoIP, Messaging & Other Applications",,554 7070 8554,554,,,,
CT901TEST1,MMS,,,1755,1024-5000,,disable,,
CT901TEST1,KERBEROS,Authentication,,88 464,88 464,,,,
CT901TEST1,LDAP_UDP,Authentication,,,389,,,,
CT901TEST1,SMB,File Access,,445,,,,,
CT901TEST1,NONE,,,0,,,disable,,
CT901TEST1,webproxy,Web Proxy,ALL,0-65535:0-65535,,,,,enable
CT901TEST1,TCP/22,,,22,,,,,
CT901TEST1,TCP/123,Test_USE,,123,,,,,
CT901TEST1,UDP/122-123,Test_USE,,,122-123,,,,
CT901NM,ALL,General,IP,,,,,,
CT901NM,ALL_TCP,General,,1-65535,,,,,
CT901NM,ALL_UDP,General,,,1-65535,,,,
CT901NM,ALL_ICMP,General,ICMP,,,,,,
CT901NM,ALL_ICMP6,General,ICMP6,,,,,,
CT901NM,GRE,Tunneling,IP,,,47,,,
CT901NM,AH,Tunneling,IP,,,51,,,
CT901NM,ESP,Tunneling,IP,,,50,,,
CT901NM,AOL,,,5190-5194,,,disable,,
CT901NM,BGP,Network Services,,179,,,,,
CT901NM,DHCP,Network Services,,,67-68,,,,
CT901NM,DNS,Network Services,,53,53,,,,
CT901NM,FINGER,,,79,,,disable,,
CT901NM,FTP,File Access,,21,,,,,
CT901NM,FTP_GET,File Access,,21,,,,,
CT901NM,FTP_PUT,File Access,,21,,,,,
CT901NM,GOPHER,,,70,,,disable,,
CT901NM,H323,"VoIP, Messaging & Other Applications",,1720 1503,1719,,,,
CT901NM,HTTP,Web Access,,80,,,,,
CT901NM,HTTPS,Web Access,,443,,,,,
CT901NM,IKE,Tunneling,,,500 4500,,,,
CT901NM,IMAP,Email,,143,,,,,
CT901NM,IMAPS,Email,,993,,,,,
CT901NM,Internet-Locator-Service,,,389,,,disable,,
CT901NM,IRC,"VoIP, Messaging & Other Applications",,6660-6669,,,,,
CT901NM,L2TP,Tunneling,,1701,1701,,,,
CT901NM,LDAP,Authentication,,389,,,,,
CT901NM,NetMeeting,,,1720,,,disable,,
CT901NM,NFS,File Access,,111 2049,111 2049,,,,
CT901NM,NNTP,,,119,,,disable,,
CT901NM,NTP,Network Services,,123,123,,,,
CT901NM,OSPF,Network Services,IP,,,89,,,
CT901NM,PC-Anywhere,Remote Access,,5631,5632,,,,
CT901NM,PING,Network Services,ICMP,,,,,8,
CT901NM,TIMESTAMP,,ICMP,,,,disable,13,
CT901NM,INFO_REQUEST,,ICMP,,,,disable,15,
CT901NM,INFO_ADDRESS,,ICMP,,,,disable,17,
CT901NM,ONC-RPC,Remote Access,,111,111,,,,
CT901NM,DCE-RPC,Remote Access,,135,135,,,,
CT901NM,POP3,Email,,110,,,,,
CT901NM,POP3S,Email,,995,,,,,
CT901NM,PPTP,Tunneling,,1723,,,,,
CT901NM,QUAKE,,,,26000 27000 27910 27960,,disable,,
CT901NM,RAUDIO,,,,7070,,disable,,
CT901NM,REXEC,,,512,,,disable,,
CT901NM,RIP,Network Services,,,520,,,,
CT901NM,RLOGIN,,,513:512-1023,,,disable,,
CT901NM,RSH,,,514:512-1023,,,disable,,
CT901NM,SCCP,"VoIP, Messaging & Other Applications",,2000,,,,,
CT901NM,SIP,"VoIP, Messaging & Other Applications",,5060,5060,,,,
CT901NM,SIP-MSNmessenger,"VoIP, Messaging & Other Applications",,1863,,,,,
CT901NM,SAMBA,File Access,,139,,,,,
CT901NM,SMTP,Email,,25,,,,,
CT901NM,SMTPS,Email,,465,,,,,
CT901NM,SNMP,Network Services,,161-162,161-162,,,,
CT901NM,SSH,Remote Access,,22,,,,,
CT901NM,SYSLOG,Network Services,,,514,,,,
CT901NM,TALK,,,,517-518,,disable,,
CT901NM,TELNET,Remote Access,,23,,,,,
CT901NM,TFTP,File Access,,,69,,,,
CT901NM,MGCP,,,,2427 2727,,disable,,
CT901NM,UUCP,,,540,,,disable,,
CT901NM,VDOLIVE,,,7000-7010,,,disable,,
CT901NM,WAIS,,,210,,,disable,,
CT901NM,WINFRAME,,,1494 2598,,,disable,,
CT901NM,X-WINDOWS,Remote Access,,6000-6063,,,,,
CT901NM,PING6,,ICMP6,,,,disable,128,
CT901NM,MS-SQL,"VoIP, Messaging & Other Applications",,1433 1434,,,,,
CT901NM,MYSQL,"VoIP, Messaging & Other Applications",,3306,,,,,
CT901NM,RDP,Remote Access,,3389,,,,,
CT901NM,VNC,Remote Access,,5900,,,,,
CT901NM,DHCP6,Network Services,,,546 547,,,,
CT901NM,SQUID,Tunneling,,3128,,,,,
CT901NM,SOCKS,Tunneling,,1080,1080,,,,
CT901NM,WINS,Remote Access,,1512,1512,,,,
CT901NM,RADIUS,Authentication,,,1812 1813,,,,
CT901NM,RADIUS-OLD,,,,1645 1646,,disable,,
CT901NM,CVSPSERVER,,,2401,2401,,disable,,
CT901NM,AFS3,File Access,,7000-7009,7000-7009,,,,
CT901NM,TRACEROUTE,Network Services,,,33434-33535,,,,
CT901NM,RTSP,"VoIP, Messaging & Other Applications",,554 7070 8554,554,,,,
CT901NM,MMS,,,1755,1024-5000,,disable,,
CT901NM,KERBEROS,Authentication,,88 464,88 464,,,,
CT901NM,LDAP_UDP,Authentication,,,389,,,,
CT901NM,SMB,File Access,,445,,,,,
CT901NM,NONE,,,0,,,disable,,
CT901NM,webproxy,Web Proxy,ALL,0-65535:0-65535,,,,,enable
CT901NM,TCP/22,HKEX_USE,,22,,,,,
CT901NM,TCP/8443,HKEX_USE,,8443,,,,,
CT901NM,TCP/443,HKEX_USE,,443,,,,,
CT901NM,TCP/80,HKEX_USE,,80,,,,,
CT901NM,TCP/139,HKEX_USE,,139,,,,,
CT901NM,TCP/445,HKEX_USE,,445,,,,,
CT901NM,TCP/3389,HKEX_USE,,3389,,,,,
CT901NM,TCP/8022,HKEX_USE,,8022,,,,,
CT901NM,PORT_Network_Backup,HKEX_USE,,111 514 2049 2051 2052 4001 7937-9936,111 514 2049 2051 2052 4001 7937-9936,,,,
CT901NM,PORT_HP_ILO,HKEX_USE,,22 23 80 443 623 3002 3389 9300 17988 17990,,,,,
CT901NM,PORT_AD_TCP,HKEX_USE,,53 88 135 137-139 636 445 464 1024-3388 3390-65535 389,,,,,
CT901NM,PORT_AD_UDP,HKEX_USE,,,53 88 123 137-138 389 464 500 636 4500 1024-3388 3390-65535,,,,
CT901NM,PORT_ESXI_MGT,HKEX_USE,,22 427 443 902 5988-5989,427 902 6999 12345 23451,,,,
CT901NM,PORT_ESXI_INFO,HKEX_USE,,443 5989 8000-8001,902 6500,,,,
CT901NM,TCP/8080,HKEX_USE,,8080,,,,,
CT901NM,TCP/11267,HKEX_USE,,11267,,,,,
CT901NM,TCP/137,HKEX_USE,,137,,,,,
CT901NM,TCP/5723,HKEX_USE,,5723,,,,,
CT901NM,TCP/137-139,HKEX_USE,,137-139,,,,,
CT901NM,TCP/3121,HKEX_USE,,3121,,,,,
CT901NM,TCP/5120,HKEX_USE,,5120,,,,,
CT901NM,TCP/1688,HKEX_USE,,1688,,,,,
CT901NM,TCP/902,HKEX_USE,,902,,,,,
CT901NM,UDP/427,HKEX_USE,,,427,,,,
CT901CASH1,ALL,General,IP,,,,,,
CT901CASH1,ALL_UDP,General,,,1-65535,,,,
CT901CASH1,ALL_ICMP,General,ICMP,,,,,,
CT901CASH1,DNS,Network Services,,53,53,,,,
CT901CASH1,HTTP,Web Access,,80,,,,,
CT901CASH1,HTTPS,Web Access,,443,,,,,
CT901CASH1,IMAP,Email,,143,,,,,
CT901CASH1,IMAPS,Email,,993,,,,,
CT901CASH1,LDAP,Authentication,,389,,,,,
CT901CASH1,DCE-RPC,Remote Access,,135,135,,,,
CT901CASH1,POP3,Email,,110,,,,,
CT901CASH1,POP3S,Email,,995,,,,,
CT901CASH1,SAMBA,File Access,,139,,,,,
CT901CASH1,SMTP,Email,,25,,,,,
CT901CASH1,SMTPS,Email,,465,,,,,
CT901CASH1,KERBEROS,Authentication,,88 464,88 464,,,,
CT901CASH1,LDAP_UDP,Authentication,,,389,,,,
CT901CASH1,SMB,File Access,,445,,,,,
CT901CASH1,webproxy,Web Proxy,ALL,0-65535:0-65535,,,,,enable
CT901CASH1,TCP/22,HKEX_USE,,22,,,,,
CT901CASH1,PORT_ONEVIEW,HKEX_USE,,443,161 162 2162,,,,
CT901CASH1,PORT_ILO,HKEX_USE,,22 23 80 443 3389 17988 17990 3002 9300 5901,,,,,
CT901CASH1,"TCP/80,443",HKEX_USE,,80 443,,,,,
CT901CASH1,PORT_PUPPET,HKEX_USE,,8140 8142 61613,,,,,
CT901CASH1,PORT_VNC,HKEX_USE,,5900-5909,,,,,
CT901CASH1,PORT_ILO2,HKEX_USE,,22 80 443 5990-5992 17988 17900 623,,,,,
CT901CASH1,TCP/80,HKEX_USE,,80,,,,,
CT901CASH1,NTP_UDP/123,HKEX_USE,,,123,,,,
CT901CASH1,TCP/3389,HKEX_USE,,3389,,,,,
CT901CASH1,TCP/1891,HKEX_USE,,1891,,,,,
CT901CASH1,PORT_OCG_TESTING,HKEX_USE,,22 35000-55000,,,,,
CT901CASH1,PORT_SFTP,HKEX_USE,,22,,,,,
CT901CASH1,PORT_OCG_DB,HKEX_USE,,1521-1531 1888-1889 1891,,,,,
CT901CASH1,PORT_MTC,HKEX_USE,,22 80 443 3001 3380-3399 5901-5920 8090 8443 9000 9001,,,,,
CT901CASH1,PORT_MTC_WABI,HKEX_USE,,22 443 3001 3380-3399 5901-5920 8090 8443 9000 38060 38080 38090 80 38600 38610 38620 38630,,,,,
CT901CASH1,TCP/8080,HKEX_USE,,8080,,,,,
CT901CASH1,TCP/20001,HKEX_USE,,20001,,,,,
CT901CASH1,TCP/8443,HKEX_USE,,8443,,,,,
CT901CASH1,TCP/3001,HKEX_USE,,3001,,,,,
CT901CASH1,PORT_MAPDRIVE,HKEX_USE,,135-139 445,135-139 445,,,,
CT901CASH1,TCP/25,HKEX_USE,,25,,,,,
CT901CASH1,PORT_OCG_WABI,HKEX_USE,,35000-36000 50000-51000,,,,,
CT901CASH1,PORT_HIGH,HKEX_USE,,25000-65535,,,,,
CT901CASH1,PORT_MTC_WABI_2,HKEX_USE,,38640 38650 38081 38091 38100 38101 38631,,,,,
CT901CASH1,TCP/5432,HKEX_USE,,5432,,,,,
CT901CASH1,PORT_RHEV,HKEX_USE,,22 80 443 5634-6116 5989 16514 49152-49216 54321,5989,,,,
CT901CASH1,PORT_ODF1,HKEX_USE,,7001-7020,,,,,
CT901CASH1,PORT_ODF2,HKEX_USE,,7101-7120,,,,,
CT901CASH1,PORT_FTPS,HKEX_USE,,20-21,,,,,
CT901CASH1,PORT_AMS_CONSOLE,HKEX_USE,,22 80 443 3389 5000-65535,,,,,
CT901CASH1,PORT_DLP,HKEX_USE,,8080 8083,,,,,
CT901CASH1,PORT_OCG,HKEX_USE,,50001-50100,,,,,
CT901CASH1,PORT_OMD-RTS,HKEX_USE,,55455,,,,,
CT901CASH1,PORT_FTP_DATA,HKEX_USE,,50001-50099 3001-50000,,,,,
CT901CASH1,PORT_OTPC_ADMIN,HKEX_USE,,80 443 8080 8443 38900,,,,,
CT901CASH1,PORT_OCG2,HKEX_USE,,40000-41000 50000-51000,,,,,
CT901CASH1,PORT_WABI,HKEX_USE,,50010-50011 50030-50031,,,,,
CT901CASH1,PORT_AMS_ADV,HKEX_USE,,2000-3000 9000-19000,,,,,
CT901CASH1,TCP/30000-31000,HKEX_USE,,30000-31000,,,,,
CT901CASH1,TCP/17500-17502,HKEX_USE,,17500-17502,,,,,
CT901CASH1,PORT_OMDC_WAN_DEV,HKEX_USE,,17500 17520 17540 20000,20000 20301,,,,
CT901CASH1,FTP_GET,File Access,,21,,,,,
CT901CASH1,FTP_PUT,File Access,,21,,,,,
CT901CASH1,FTP,File Access,,21,,,,,
CT901CASH1,PORT_SNMP,HKEX_USE,,,161-162,,,,
CT901CASH1,PORT_Network_Backup,HKEX_USE,,111 514 2049 2051 2052 4001 7937-9936,111 514 2049 2051 2052 4001 7937-9936,,,,
CT901CASH1,PORT_BMC_Monitor,HKEX_USE,,2059 1828-1838 3181-3183 12124 9840-9842 1533,,,,,
CT901CASH1,PORT_Bladelogic,HKEX_USE,,4750,,,,,
CT901CASH1,PORT_MTC_VDI_1,HKEX_USE,,21 22 80 123 443 3001 3389 5900-5999 8080 8081 8090 8443 9000 9001 17988 17990,,,,,
CT901CASH1,PORT_MTC_VDI_2,HKEX_USE,,18079 38080-38099 49500-49599,,,,,
CT901CASH1,tcp/50000-51000,HKEX_USE,,50000-51000,,,,,
CT901CASH1,tcp/35000-36000,HKEX_USE,,35000-36000,,,,,
CT901CASH1,tcp/23000-24000,HKEX_USE,,23000-24000,,,,,
CT901CASH1,PORT_SFC,HKEX_USE,,61001-61002 62001-62002 63001-63004 64001-64004 62003-62004,,,,,
CT901CASH1,TCP/5723,HKEX_USE,,5723,,,,,
CT901CASH1,PORT_SCCM,HKEX_USE,,80 443 10123 2701 389 636 3268-3269 445 135,,,,,
CT901CASH1,PORT_TrendMirco,HKEX_USE,,8080 11267,,,,,
CT901CASH1,TCP/1688,HKEX_USE,,1688,,,,,
CT901CASH1,PORT_PatchMan,HKEX_USE,,80 135-139 443 445 5120 3121-3122,135-139,,,,
CT901CASH1,PORT_Scan,HKEX_USE,,50100-50999,,,,,
CT901CASH1,TCP/3389 - B,HKEX_USE,,3389,,,,,
CT901CASH1,TCP/21,HKEX_USE,,21,,,,,
CT901CASH1,PORT_ACM_1,HKEX_USE,,53 326-3269 389 636 135 1024-65535 445 139 88 464,,,,,
CT901CASH1,PORT_ACM_2,HKEX_USE,,,53 123 389 636 500 4500 1024-65535 137-138 88 464,,,,
CT901CASH1,PORT_ILO3,HKEX_USE,,22 23 80 443 623 3389 17988 9300 17990 3002,,,,,
CT901CASH1,PORT_DOLLARU,HKEX_USE,,4184 10600 10601 10605 10606 10611 10612 10615 10620 10621,,,,,
CT901CASH1,PORT_TENABLE,HKEX_USE,,22 139 445,,,,,
CT901CASH1,TCP/38000-39000,HKEX_USE,,38000-39000,,,,,
CT901CASH1,TCP/55455,HKEX_USE,,55455,,,,,
CT901CASH1,TCP/55855,HKEX_USE,,55855,,,,,
CT901CASH1,TCP/50000-50001,HKEX_USE,,50000-50001,,,,,
CT901CASH1,TCP/51000-51001,HKEX_USE,,51000-51001,,,,,
CT901CASH1,TCP/50004-50005,HKEX_USE,,50004-50005,,,,,
CT901CASH1,TCP/51004-51005,HKEX_USE,,51004-51005,,,,,
CT901CASH1,TCP/50000-50005,HKEX_USE,,50000-50005,,,,,
CT901CASH1,TCP/51000-51005,,,51000-51005,,,,,
CT901CASH1,UDP/123,HKEX_USE,,,123,,,,
CT901CASH1,PING,HKEX_USE,ICMP,,,,,8,
CT901CASH1,TCP/1888-1889,HKEX_USE,,1888-1889,,,,,
CT901CASH1,TCP/32900-32999,HKEX_USE,,32900-32999,,,,,
CT901CASH1,TCP/389,HKEX_USE,,389,,,,,
CT901CASH1,UDP/22,HKEX_USE,,,22,,,,
CT901CASH1,TCP/50001-50002,HKEX_USE,,50001-50002,,,,,
CT901CASH1,TCP/50004,HKEX_USE,,50004,,,,,
CT901CASH1,UDP/50004,HKEX_USE,,,50004,,,,
CT901CASH1,UDP/514,HKEX_USE,,,514,,,,
CT901CASH1,UDP/162,HKEX_USE,,,162,,,,
CT901CASH1,TCP/162,HKEX_USE,,162,,,,,
CT901CASH1,TCP/1556,HKEX_USE,,1556,,,,,
CT901CASH1,TCP/13724,HKEX_USE,,13724,,,,,
CT901CASH1,TCP/383,HKEX_USE,,383,,,,,
CT901CASH1,TCp/9383,HKEX_USE,,9383,,,,,
CT901CASH1,TCP/443,HKEX_USE,,443,,,,,
CT901CASH1,TCP/2967,HKEX_USE,,2967,,,,,
CT901CASH1,TCP/7070,HKEX_USE,,7070,,,,,
CT901CASH1,TCP/11267,HKEX_USE,,11267,,,,,
CT901CASH1,UDP/514-515,HKEX_USE,,,514-515,,,,
CT901CASH1,UDP/161-162,HKEX_USE,,,161-162,,,,
CT901CASH1,UDP/2162,HKEX_USE,,,2162,,,,
CT901CASH1,TCP/9383,HKEX_USE,,9383,,,,,
CT901CASH1,TCP/4750,HKEX_USE,,4750,,,,,
CT901CASH1,TCP/5985-5986,HKEX_USE,,5985-5986,,,,,
CT901CASH1,TCP/705,HKEX_USE,,705,,,,,
CT901CASH1,TCP/5988-5989,HKEX_USE,,5988-5989,,,,,
CT901CASH1,TCP/3002-23002,HKEX_USE,,3002-23002,,,,,
CT901CASH1,TCP/9300,HKEX_USE,,9300,,,,,
CT901CASH1,TCP/1311,HKEX_USE,,1311,,,,,
CT901CASH1,TCP/2301,HKEX_USE,,2301,,,,,
CT901CASH1,TCP/2381,HKEX_USE,,2381,,,,,
CT901CASH1,TCP/3257,HKEX_USE,,3257,,,,,
CT901CASH1,TCP/8008,HKEX_USE,,8008,,,,,
CT901CASH1,UDP/161,HKEX_USE,,,161,,,,
CT901CASH1,TCP/5000-65535,HKEX_USE,,5000-65535,,,,,
CT901CASH1,TCP/445,HKEX_USE,,445,,,,,
CT901CASH1,TCP/139,HKEX_USE,,139,,,,,
CT901CASH1,UDP/137-138,HKEX_USE,,,137-138,,,,
CT901CASH1,TCP/17988,HKEX_USE,,17988,,,,,
CT901CASH1,TCP/17990,HKEX_USE,,17990,,,,,
CT901CASH1,TCp/3002,HKEX_USE,,3002,,,,,
CT901CASH1,TCP/9330,HKEX_USE,,9330,,,,,
CT901CASH1,TCP/3002,HKEX_USE,,3002,,,,,
CT901CASH1,TCP/514-515,,,514-515,,,,,
CT901CASH1,TCP/5081,HKEX_USE,,5081,,,,,
CT901CASH1,TCP/5082,HKEX_USE,,5082,,,,,
CT901CASH1,TCP/55755,HKEX_USE,,55755,,,,,
CT901CASH1,FTP_DATA,HKEX_USE,,1024-65535,,,,,
CT901CASH1,TCP/40000-50000,HKEX_USE,,40000-50000,,,,,
CT901CASH1,TCP/7578,HKEX_USE,,7578,,,,,
CT901CASH1,TCP/5120,HKEX_USE,,5120,,,,,
CT901CASH1,TCP/5122,HKEX_USE,,5122,,,,,
CT901CASH1,TCP/50000-50099,HKEX_USE,,50000-50099,,,,,
CT901CASH1,PORT_MTC_MTL,HKEX_USE,,21-22 80 123 443 3001 3389 5900-5999 8080-8082 8090 8443 9000-9001 9080 17988-17990 18079 38080-38099 49500-49599,,,,,
CT901CASH1,TCP/1443,HKEX_USE,,1443,,,,,
CT901CASH1,UDP/427,HKEX_USE,,,427,,,,
CT901CASH1,UDP/902,HKEX_USE,,,902,,,,
CT901CASH1,TCP/10022,HKEX_USE,,10022,,,,,
CT901CASH1,TCP/444,HKEX_USE,,444,,,,,
CT901CASH1,TCP/123,HKEX_USE,,123,,,,,
